0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218.0,178.0,9.0,0.111111,0.0,0.833333,0.547722,1.11111,0.544331,59.6296,52.4444,75.2222,51.2222,-21.5556,46.7778,-25.2222,75.2222,0.318996,-2.04055,5.0
113.0,130.0,9.0,0.0,0.0,0.277778,0.250924,0.333333,0.365148,0.888889,0.0,2.55556,0.111111,-2.66667,5.0,-2.33333,2.55556,1.0,-2.12325,2.0
202.0,41.0,9.0,0.0,0.0,0.944448,0.772202,1.11111,1.0256,123.037,111.889,139.778,117.444,-33.4444,50.2222,-16.7778,139.778,0.199347,-2.29992,1.0
32.0,173.0,9.0,0.0,0.0,1.72222,1.78159,9.0,6.74949,43.5926,39.5556,52.8889,38.3333,-12.1111,27.8889,-15.7778,52.8889,0.266914,-1.99886,5.0
61.0,197.0,9.0,0.0,0.0,1.44444,1.51535,2.61111,1.92546,49.5926,44.2222,61.5556,43.0,-16.1111,35.8889,-19.7778,61.5556,0.302925,-2.02227,5.0
149.0,185.0,9.0,0.0,0.0,1.55556,1.06805,3.05556,1.92546,49.3333,45.3333,59.5556,43.1111,-12.0,30.6667,-18.6667,59.5556,0.275889,-1.95277,5.0
197.0,229.0,9.0,0.0,0.0,1.38889,1.57407,1.16667,0.566666,17.7407,14.1111,17.8889,21.2222,-10.8889,0.444444,10.4444,21.2222,0.335717,2.6516,6.0
29.0,111.0,9.0,0.0,0.0,0.388889,0.240741,0.611111,0.151852,5.40741,6.88889,6.33333,3.0,4.44444,2.77778,-7.22222,6.88889,0.564153,-0.897859,0.0
1.0,81.0,9.0,0.0,0.0,12.1667,267.456,9.22222,205.363,21.3333,14.0,30.5556,19.4444,-22.0,27.6667,-5.66667,30.5556,0.595282,-2.43841,2.0
69.0,85.0,9.0,0.111111,0.0,3.11111,8.20741,3.94444,9.44074,21.4444,20.4444,28.1111,15.7778,-3.0,20.0,-17.0,28.1111,0.437404,-1.65988,0.0
152.0,83.0,9.0,0.0,0.0,4.44444,1.32777,0.944444,0.680414,26.5185,23.3333,33.2222,23.0,-9.55556,20.1111,-10.5556,33.2222,0.307415,-2.06324,3.0
248.0,153.0,9.0,0.0,0.0,0.277778,0.062963,0.111111,0.0296296,0.37037,0.0,1.11111,0.0,-1.11111,2.22222,-1.11111,1.11111,0.888889,-2.0944,4.0
137.0,141.0,9.0,0.0,0.0,0.0555556,0.136083,0.0555556,0.136083,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,4.0
86.0,197.0,9.0,0.111111,0.111111,1.61111,1.45169,1.27778,1.10386,63.2222,56.2222,77.7778,55.6667,-21.0,43.6667,-22.6667,77.7778,0.285333,-2.06802,5.0
220.0,220.0,9.0,0.111111,0.0,2.27778,1.12963,2.27778,4.15185,6.44444,5.66667,5.33333,8.33333,-2.33333,-3.33333,5.66667,8.33333,0.427354,1.98437,6.0
207.0,115.0,9.0,0.0,0.0,1.05556,0.32963,0.166667,0.0333333,1.22222,0.444444,2.88889,0.333333,-2.33333,5.0,-2.66667,2.88889,0.933333,-2.06554,4.0
6.0,51.0,9.0,0.0,0.0,1.66667,2.0,1.61111,2.10741,19.5926,18.7778,25.6667,14.3333,-2.44444,18.2222,-15.7778,25.6667,0.442861,-1.68129,0.0
203.0,182.0,9.0,0.0,0.0,3.72222,2.57696,3.61111,1.70511,54.9259,49.4444,68.1111,47.2222,-16.4444,39.5556,-23.1111,68.1111,0.306722,-1.98035,5.0
243.0,120.0,9.0,0.0,0.0,4.44444,4.35975,1.55555,1.83384,47.8519,44.7778,56.3333,42.4444,-9.22222,25.4444,-16.2222,56.3333,0.245321,-1.91073,3.0
146.0,97.0,9.0,0.0,0.0,10.1111,4.5979,0.611111,0.574133,47.963,46.0,54.3333,43.5556,-5.88889,19.1111,-13.2222,54.3333,0.197115,-1.84074,3.0
184.0,145.0,9.0,0.0,0.0,0.722222,0.611616,0.222222,0.272166,0.555556,0.333333,1.22222,0.111111,-0.666667,2.0,-1.33333,1.22222,0.527778,-1.92094,4.0
178.0,128.0,9.0,0.0,0.0,0.444444,0.340741,0.888889,0.207407,5.92593,7.88889,6.44444,3.44444,5.88889,1.55556,-7.44444,7.88889,0.563713,-0.7213,0.0
132.0,134.0,9.0,0.0,0.0,2.66667,3.15556,1.5,1.54444,6.18518,2.22222,11.4444,4.88889,-11.8889,15.7778,-3.88889,11.4444,0.833935,-2.38661,2.0
83.0,28.0,9.0,0.0,0.0,0.388889,0.136081,0.888887,0.455421,112.963,99.4444,131.111,108.333,-40.5556,54.4444,-13.8889,131.111,0.241511,-2.38788,1.0
126.0,237.0,9.0,0.0,0.0,0.944444,0.240741,1.0,0.488889,5.77778,4.22222,4.22222,8.88889,-4.66667,-4.66667,9.33333,8.88889,0.553812,2.09723,6.0
225.0,58.0,9.0,0.0,0.0,0.333334,0.421637,0.444445,0.344265,8.33333,5.55556,14.1111,5.33333,-8.33333,17.3333,-9.0,14.1111,0.622222,-2.06856,4.0
14.0,120.0,9.0,0.0,0.0,0.333333,0.133333,0.444444,0.296296,1.59259,0.0,3.88889,0.888889,-4.77778,6.88889,-2.11111,3.88889,1.0,-2.31572,2.0
5.0,210.0,9.0,0.0,0.111111,2.16667,1.67,4.44444,2.61336,51.2963,45.4444,64.3333,44.1111,-17.5556,39.1111,-21.5556,64.3333,0.317566,-2.0209,5.0
79.0,62.0,9.0,0.0,0.0,0.555556,0.385184,0.888887,0.607405,110.185,100.667,127.111,102.778,-28.5556,50.7778,-22.2222,127.111,0.208013,-2.17815,1.0
18.0,83.0,9.0,0.0,0.111111,6.16667,9.98889,12.8889,28.7852,14.3704,9.0,22.6667,11.4444,-16.1111,24.8889,-8.77778,22.6667,0.664785,-2.27421,2.0
